LexFound,IsHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဝူဟန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘိန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြို့သား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဝူဟန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြို့သား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြို့သား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပေါ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြေသြဇာ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဒေါ်လာစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,https://www.facebook.com/profile.php?id=100039237261296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,,https://www.facebook.com/profile.php?id=100046137546631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,#ကြံ့ဖွတ်သူခိုးပါတီဆိုတာ===================#ဘုရားလက်လိမ်ချိုးတဲ့ပါတီ 🦎#တိုင်းရင်းသားတွေကိုသွေးခွဲတဲ့အောက်တန်းစားပါတီ 🦎#ဘာသာရေးခုတုံးလုပ်အမျိုးယုတ်တဲ့ပါတီ 🦎#အာဏာရူးစစ်ဗိုလ်ချုပ်တွေနဲ့ဖွဲ့ထားတဲ့ပါတီ 🦎#ဘုန်းကြီးမီးလေါင်ဗုံးနဲ့ထုတဲ့ပါတီ 🦎#သိမ်ဖျက် #ဘုရားဖျက်ပါတီ 🦎#ဘယ်တော့မှ မဲမပေးနဲ့,01:22:31 AM,https://www.facebook.com/profile.php?id=100012140684659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,https://www.facebook.com/profile.php?id=100052287973152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ကုလားတွေ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,,https://www.facebook.com/profile.php?id=100050770038884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်္ဂါလီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကြ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,https://www.facebook.com/profile.php?id=100014172783978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
လူရိုင်း,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မူစလင်ကုလား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,,https://www.facebook.com/profile.php?id=100014172783978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မူဆလင်,,https://www.facebook.com/profile.php?id=100030253570197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငှက်နီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,https://www.facebook.com/profile.php?id=100009240844854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,,https://www.facebook.com/profile.php?id=100009677658414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,https://www.facebook.com/profile.php?id=100049568538477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,,https://www.facebook.com/profile.php?id=100039154745725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,#ကြံ့ဖွတ်သူခိုးပါတီဆိုတာ===================#ဘုရားလက်လိမ်ချိုးတဲ့ပါတီ 🦎#တိုင်းရင်းသားတွေကိုသွေးခွဲတဲ့အောက်တန်းစားပါတီ 🦎#ဘာသာရေးခုတုံးလုပ်အမျိုးယုတ်တဲ့ပါတီ 🦎#အာဏာရူးစစ်ဗိုလ်ချုပ်တွေနဲ့ဖွဲ့ထားတဲ့ပါတီ 🦎#ဘုန်းကြီးမီးလေါင်ဗုံးနဲ့ထုတဲ့ပါတီ 🦎#သိမ်ဖျက် #ဘုရားဖျက်ပါတီ 🦎#ဘယ်တော့မှ မဲမပေးနဲ့,09:28:22 AM,https://www.facebook.com/profile.php?id=100012140684659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,#ကြံ့ဖွတ်သူခိုးပါတီဆိုတာ===================#ဘုရားလက်လိမ်ချိုးတဲ့ပါတီ 🦎#တိုင်းရင်းသားတွေကိုသွေးခွဲတဲ့အောက်တန်းစားပါတီ 🦎#ဘာသာရေးခုတုံးလုပ်အမျိုးယုတ်တဲ့ပါတီ 🦎#အာဏာရူးစစ်ဗိုလ်ချုပ်တွေနဲ့ဖွဲ့ထားတဲ့ပါတီ 🦎#ဘုန်းကြီးမီးလေါင်ဗုံးနဲ့ထုတဲ့ပါတီ 🦎#သိမ်ဖျက် #ဘုရားဖျက်ပါတီ 🦎#ဘယ်တော့မှ မဲမပေးနဲ့,09:29:02 AM,https://www.facebook.com/profile.php?id=100012140684659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,#ကြံ့ဖွတ်သူခိုးပါတီဆိုတာ===================#ဘုရားလက်လိမ်ချိုးတဲ့ပါတီ 🦎#တိုင်းရင်းသားတွေကိုသွေးခွဲတဲ့အောက်တန်းစားပါတီ 🦎#ဘာသာရေးခုတုံးလုပ်အမျိုးယုတ်တဲ့ပါတီ 🦎#အာဏာရူးစစ်ဗိုလ်ချုပ်တွေနဲ့ဖွဲ့ထားတဲ့ပါတီ 🦎#ဘုန်းကြီးမီးလေါင်ဗုံးနဲ့ထုတဲ့ပါတီ 🦎#သိမ်ဖျက် #ဘုရားဖျက်ပါတီ 🦎#ဘယ်တော့မှ မဲမပေးနဲ့,09:27:29 AM,https://www.facebook.com/profile.php?id=100012140684659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,#ကြံ့ဖွတ်သူခိုးပါတီဆိုတာ===================#ဘုရားလက်လိမ်ချိုးတဲ့ပါတီ 🦎#တိုင်းရင်းသားတွေကိုသွေးခွဲတဲ့အောက်တန်းစားပါတီ 🦎#ဘာသာရေးခုတုံးလုပ်အမျိုးယုတ်တဲ့ပါတီ 🦎#အာဏာရူးစစ်ဗိုလ်ချုပ်တွေနဲ့ဖွဲ့ထားတဲ့ပါတီ 🦎#ဘုန်းကြီးမီးလေါင်ဗုံးနဲ့ထုတဲ့ပါတီ 🦎#သိမ်ဖျက် #ဘုရားဖျက်ပါတီ 🦎#ဘယ်တော့မှ မဲမပေးနဲ့,09:29:34 AM,https://www.facebook.com/profile.php?id=100012140684659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ပလောင်တွေ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,#ကြံ့ဖွတ်သူခိုးပါတီဆိုတာ===================#ဘုရားလက်လိမ်ချိုးတဲ့ပါတီ 🦎#တိုင်းရင်းသားတွေကိုသွေးခွဲတဲ့အောက်တန်းစားပါတီ 🦎#ဘာသာရေးခုတုံးလုပ်အမျိုးယုတ်တဲ့ပါတီ 🦎#အာဏာရူးစစ်ဗိုလ်ချုပ်တွေနဲ့ဖွဲ့ထားတဲ့ပါတီ 🦎#ဘုန်းကြီးမီးလေါင်ဗုံးနဲ့ထုတဲ့ပါတီ 🦎#သိမ်ဖျက် #ဘုရားဖျက်ပါတီ 🦎#ဘယ်တော့မှ မဲမပေးနဲ့,04:08:58 AM,https://www.facebook.com/profile.php?id=100012140684659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထန်းတောသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,#ကြံ့ဖွတ်သူခိုးပါတီဆိုတာ===================#ဘုရားလက်လိမ်ချိုးတဲ့ပါတီ 🦎#တိုင်းရင်းသားတွေကိုသွေးခွဲတဲ့အောက်တန်းစားပါတီ 🦎#ဘာသာရေးခုတုံးလုပ်အမျိုးယုတ်တဲ့ပါတီ 🦎#အာဏာရူးစစ်ဗိုလ်ချုပ်တွေနဲ့ဖွဲ့ထားတဲ့ပါတီ 🦎#ဘုန်းကြီးမီးလေါင်ဗုံးနဲ့ထုတဲ့ပါတီ 🦎#တိုင်းပြည်ရှိသမျှအကုန်ရောင်းစားရသမျှအကုန်ဖြောင်တဲ့ပါတီ 🦎#သိမ်ဖျက် #ဘုရားဖျက်ပါတီ 🦎#ဘယ်တော့မှ မဲမပေးနဲ့,08:24:34 AM,https://www.facebook.com/profile.php?id=100038735797505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,https://www.facebook.com/profile.php?id=100022074962360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
လီးဆူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,,https://www.facebook.com/profile.php?id=100028004684161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,https://www.facebook.com/profile.php?id=100032594151965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
